County,Municipality,"Optical/Digital Scan Tabulator (Vendor/Dealer-Model)_x000D_
*Note:  If this municipality uses multiple types of tabulator equipment, please contact the G.A.B. Help Desk at 608-261-2028 or GABHelpDesk@wi.gov.",Accessible Voting Equipment Vendor/Dealer-Model
FOND DU LAC - 20,TOWN OF METOMEN - 20028,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF OAKFIELD - 20030,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF OSCEOLA - 20032,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF RIPON - 20034,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF ROSENDALE - 20036,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF SPRINGVALE - 20038,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF TAYCHEEDAH - 20040,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,TOWN OF WAUPUN - 20042,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF BRANDON - 20106,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF CAMPBELLSPORT - 20111,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF EDEN - 20121,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF FAIRWATER - 20126,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF MOUNT CALVARY - 20151,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF NORTH FOND DU LAC - 20161,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF OAKFIELD - 20165,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF ROSENDALE - 20176,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOND DU LAC - 20,VILLAGE OF ST. CLOUD - 20181,Dominion ImageCast Evolution,Dominion ImageCast Evolution
FOREST - 21,CITY OF CRANDON - 21211,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF ALVIN - 21002,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF ARGONNE - 21004,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF ARMSTRONG CREEK - 21006,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF BLACKWELL - 21008,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF CASWELL - 21010,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF CRANDON - 21012,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF FREEDOM - 21014,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF HILES - 21016,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF LAONA - 21018,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF LINCOLN - 21020,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF NASHVILLE - 21022,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF POPPLE RIVER - 21024,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF ROSS - 21026,None ,Dominion (Sequoia)/Command Central-Edge
FOREST - 21,TOWN OF WABENO - 21028,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,CITY OF BOSCOBEL - 22206,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,CITY OF CUBA CITY - MAIN - 22211,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,CITY OF FENNIMORE - 22226,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,CITY OF LANCASTER - 22246,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,CITY OF PLATTEVILLE - 22271,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF BEETOWN - 22002,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF BLOOMINGTON - 22004,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF BOSCOBEL - 22006,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF CASSVILLE - 22008,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF CASTLE ROCK - 22010,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF CLIFTON - 22012,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF ELLENBORO - 22014,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF FENNIMORE - 22016,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF GLEN HAVEN - 22018,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF HARRISON - 22020,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF HAZEL GREEN - 22022,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF HICKORY GROVE - 22024,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF JAMESTOWN - 22026,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF LIBERTY - 22028,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF LIMA - 22030,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF LITTLE GRANT - 22032,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF MARION - 22034,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF MILLVILLE - 22036,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF MOUNT HOPE - 22038,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF MOUNT IDA - 22040,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF MUSCODA - 22042,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF NORTH LANCASTER - 22044,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF PARIS - 22046,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF PATCH GROVE - 22048,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF PLATTEVILLE - 22050,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF POTOSI - 22052,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF SMELSER - 22054,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF SOUTH LANCASTER - 22056,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF WATERLOO - 22058,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF WATTERSTOWN - 22060,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF WINGVILLE - 22062,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF WOODMAN - 22064,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,TOWN OF WYALUSING - 22066,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF BAGLEY - 22106,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF BLOOMINGTON - 22107,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF BLUE RIVER - 22108,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF CASSVILLE - 22111,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF DICKEYVILLE - 22116,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF HAZEL GREEN - MAIN - 22136,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF LIVINGSTON - MAIN - 22147,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF MONTFORT - MAIN - 22151,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF MOUNT HOPE - 22152,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF MUSCODA - MAIN - 22153,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF PATCH GROVE - 22171,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF POTOSI - 22172,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF TENNYSON - 22186,None ,Dominion (Sequoia)/Command Central-Edge
GRANT - 22,VILLAGE OF WOODMAN - 22191,None ,Dominion (Sequoia)/Command Central-Edge
GREEN - 23,CITY OF BRODHEAD - MAIN - 23206,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,CITY OF MONROE - 23251,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF ADAMS - 23002,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF ALBANY - 23004,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF BROOKLYN - 23006,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF CADIZ - 23008,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF CLARNO - 23010,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF DECATUR - 23012,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF EXETER - 23014,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF JEFFERSON - 23016,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF JORDAN - 23018,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF MONROE - 23020,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF MOUNT PLEASANT - 23022,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF NEW GLARUS - 23024,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF SPRING GROVE - 23026,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF SYLVESTER - 23028,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF WASHINGTON - 23030,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,TOWN OF YORK - 23032,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,VILLAGE OF ALBANY - 23101,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,VILLAGE OF BROWNTOWN - 23110,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,VILLAGE OF MONTICELLO - 23151,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN - 23,VILLAGE OF NEW GLARUS - 23161,Dominion ImageCast Evolution,Dominion ImageCast Evolution
GREEN LAKE - 24,CITY OF BERLIN - MAIN - 24206,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,CITY OF GREEN LAKE - 24231,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,CITY OF MARKESAN - 24251,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,CITY OF PRINCETON - 24271,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF BERLIN - 24002,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF BROOKLYN - 24004,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF GREEN LAKE - 24006,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF KINGSTON - 24008,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF MACKFORD - 24010,None ,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF MANCHESTER - 24012,None ,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF MARQUETTE - 24014,None ,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF PRINCETON - 24016,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF SENECA - 24020,None ,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,TOWN OF ST. MARIE - 24018,None ,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,VILLAGE OF KINGSTON - 24141,None ,Dominion (Sequoia)/Command Central-Edge
GREEN LAKE - 24,VILLAGE OF MARQUETTE - 24154,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,CITY OF DODGEVILLE - 25216,ES&S M100,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,CITY OF MINERAL POINT - 25251,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF ARENA - 25002,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF BRIGHAM - 25004,ES&S M100,ES&S Automark
IOWA - 25,TOWN OF CLYDE - 25006,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF DODGEVILLE - 25008,ES&S M100,Dominion (Sequoia)/Command Central-Edge; ES&S Automark
IOWA - 25,TOWN OF EDEN - 25010,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF HIGHLAND - 25012,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF LINDEN - 25014,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF MIFFLIN - 25016,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF MINERAL POINT - 25018,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF MOSCOW - 25020,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF PULASKI - 25022,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF RIDGEWAY - 25024,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF WALDWICK - 25026,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,TOWN OF WYOMING - 25028,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF ARENA - 25101,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF AVOCA - 25102,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF BARNEVELD - 25106,ES&S M100,ES&S Automark
IOWA - 25,VILLAGE OF COBB - 25111,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF HIGHLAND - 25136,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF HOLLANDALE - 25137,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF LINDEN - 25146,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF REWEY - 25176,None ,Dominion (Sequoia)/Command Central-Edge
IOWA - 25,VILLAGE OF RIDGEWAY - 25177,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,CITY OF HURLEY - 26236,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,CITY OF MONTREAL - 26251,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF ANDERSON - 26002,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF CAREY - 26004,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF GURNEY - 26006,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF KIMBALL - 26008,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF KNIGHT - 26010,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF MERCER - 26012,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF OMA - 26014,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF PENCE - 26016,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF SAXON - 26018,None ,Dominion (Sequoia)/Command Central-Edge
IRON - 26,TOWN OF SHERMAN - 26020,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,CITY OF BLACK RIVER FALLS - 27206,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF ADAMS - 27002,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF ALBION - 27004,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF ALMA - 27006,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF BEAR BLUFF - 27008,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF BROCKWAY - 27010,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF CITY POINT - 27012,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF CLEVELAND - 27014,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF CURRAN - 27016,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF FRANKLIN - 27018,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF GARDEN VALLEY - 27020,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF GARFIELD - 27022,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF HIXTON - 27024,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF IRVING - 27026,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF KNAPP - 27028,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF KOMENSKY - 27030,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF MANCHESTER - 27032,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF MELROSE - 27034,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF MILLSTON - 27036,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF NORTH BEND - 27038,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF NORTHFIELD - 27040,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,TOWN OF SPRINGFIELD - 27042,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,VILLAGE OF ALMA CENTER - 27101,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,VILLAGE OF HIXTON - 27136,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,VILLAGE OF MELROSE - 27151,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,VILLAGE OF MERRILLAN - 27152,None ,Dominion (Sequoia)/Command Central-Edge
JACKSON - 27,VILLAGE OF TAYLOR - 27186,None ,Dominion (Sequoia)/Command Central-Edge
JEFFERSON - 28,CITY OF FORT ATKINSON - 28226,ES&S DS200,ES&S Automark
JEFFERSON - 28,CITY OF JEFFERSON - 28241,ES&S DS200,ES&S Automark
JEFFERSON - 28,CITY OF LAKE MILLS - 28246,ES&S DS200,ES&S Automark
JEFFERSON - 28,CITY OF WATERLOO - 28290,ES&S DS200,ES&S Automark
JEFFERSON - 28,CITY OF WATERTOWN - MAIN - 28291,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF AZTALAN - 28002,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF COLD SPRING - 28004,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF CONCORD - 28006,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF FARMINGTON - 28008,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF HEBRON - 28010,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF IXONIA - 28012,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF JEFFERSON - 28014,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF KOSHKONONG - 28016,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF LAKE MILLS - 28018,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF MILFORD - 28020,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF OAKLAND - 28022,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF PALMYRA - 28024,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF SULLIVAN - 28026,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF SUMNER - 28028,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF WATERLOO - 28030,ES&S DS200,ES&S Automark
JEFFERSON - 28,TOWN OF WATERTOWN - 28032,ES&S DS200,ES&S Automark
JEFFERSON - 28,VILLAGE OF JOHNSON CREEK - 28141,ES&S DS200,ES&S Automark
JEFFERSON - 28,VILLAGE OF PALMYRA - 28171,ES&S DS200,ES&S Automark
JEFFERSON - 28,VILLAGE OF SULLIVAN - 28181,ES&S DS200,ES&S Automark
JUNEAU - 29,CITY OF ELROY - 29221,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,CITY OF MAUSTON - 29251,Dominion (Premier)-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,CITY OF NEW LISBON - 29261,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF ARMENIA - 29002,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF CLEARFIELD - 29004,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF CUTLER - 29006,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF FINLEY - 29008,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF FOUNTAIN - 29010,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF GERMANTOWN - 29012,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF KILDARE - 29014,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF KINGSTON - 29016,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF LEMONWEIR - 29018,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF LINDINA - 29020,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF LISBON - 29022,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF LYNDON - 29024,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF MARION - 29026,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF NECEDAH - 29028,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF ORANGE - 29030,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF PLYMOUTH - 29032,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF SEVEN MILE CREEK - 29034,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF SUMMIT - 29036,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,TOWN OF WONEWOC - 29038,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,VILLAGE OF CAMP DOUGLAS - 29111,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,VILLAGE OF HUSTLER - 29136,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,VILLAGE OF LYNDON STATION - 29146,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,VILLAGE OF NECEDAH - 29161,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,VILLAGE OF UNION CENTER - 29186,None ,Dominion (Sequoia)/Command Central-Edge
JUNEAU - 29,VILLAGE OF WONEWOC - 29191,None ,Dominion (Sequoia)/Command Central-Edge
KENOSHA - 30,CITY OF KENOSHA - 30241,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,TOWN OF BRIGHTON - 30002,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,TOWN OF PARIS - 30006,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,TOWN OF RANDALL - 30010,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,TOWN OF SALEM - 30012,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,TOWN OF SOMERS - 30014,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,TOWN OF WHEATLAND - 30016,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,VILLAGE OF BRISTOL - 30104,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,VILLAGE OF PADDOCK LAKE - 30171,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,VILLAGE OF PLEASANT PRAIRIE - 30174,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,VILLAGE OF SILVER LAKE - 30181,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,VILLAGE OF SOMERS - 30182,ES&S DS200,ES&S ExpressVote
KENOSHA - 30,VILLAGE OF TWIN LAKES - 30186,ES&S DS200,ES&S ExpressVote
KEWAUNEE - 31,CITY OF ALGOMA - 31201,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,CITY OF KEWAUNEE - 31241,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF AHNAPEE - 31002,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF CARLTON - 31004,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF CASCO - 31006,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF FRANKLIN - 31008,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF LINCOLN - 31010,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF LUXEMBURG - 31012,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF MONTPELIER - 31014,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE - 31,TOWN OF PIERCE - 31016,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
