pp_acc,fips_code,pp_std_cc,county,jurisdiction_type,coder,pp_acc_cc,make,vbm_acc,pp_acc_pc,source,state,other,pp_std_pc,ev_acc,abs_ballots,division,equip_type,date_obtained,population,all_vbm,ev_std,pp_std,prov_ballots,model
TRUE,4831300000,,Madison,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",6943,,TRUE,TRUE,,eSlate
,4831300000,,Madison,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",6943,,,,,N/A
TRUE,4831500000,,Marion,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",7019,,TRUE,TRUE,,eSlate
,4831500000,,Marion,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",7019,,,,,Ballot Now
TRUE,4831700000,,Martin,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",3084,,TRUE,TRUE,,eSlate
,4831700000,,Martin,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",3084,,,,,N/A
,4831900000,TRUE,Mason,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",2754,,TRUE,TRUE,,Model 650
TRUE,4831900000,,Mason,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",2754,,,,,AutoMARK
TRUE,4832100000,TRUE,Matagorda,County,Warren Stewart,TRUE,Hart InterCivic,,,http://www.hartintercivic.com/Press%20release/matagorda-county-updates-election-technology-purchase-hart-intercivic-solution,TX,,,TRUE,,,DRE-Dial,"August 26, 2014",20976,,TRUE,TRUE,,eSlate
,4832100000,,Matagorda,County,Warren Stewart,,Hart InterCivic,,,http://www.hartintercivic.com/Press%20release/matagorda-county-updates-election-technology-purchase-hart-intercivic-solution,TX,,,,TRUE,,Optical Scan,"August 26, 2014",20976,,,,,eScan
,4832300000,TRUE,Maverick,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",27944,,TRUE,TRUE,,Model 650
TRUE,4832300000,,Maverick,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",27944,,,,,AutoMARK
,4832500000,,Medina,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",28406,,TRUE,TRUE,,eScan
TRUE,4832500000,,Medina,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,DRE-Dial,"June 14, 2014",28406,,,,,eSlate
TRUE,4832700000,,Menard,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",1535,,TRUE,TRUE,,eSlate
,4832700000,,Menard,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",1535,,,,,N/A
TRUE,4832900000,,Midland,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",75042,,TRUE,TRUE,,iVotronic
,4832900000,,Midland,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",75042,,,,,Model 650
TRUE,4833100000,,Milam,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",14411,,TRUE,TRUE,,eSlate
,4833100000,,Milam,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",14411,,,,,Ballot Now
TRUE,4833300000,,Mills,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",3368,,TRUE,TRUE,,eSlate
,4833300000,,Mills,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",3368,,,,,eScan
,4833500000,TRUE,Mitchell,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",4564,,TRUE,TRUE,,Model 650
TRUE,4833500000,,Mitchell,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",4564,,,,,AutoMARK
TRUE,4833700000,,Montague,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",12930,,TRUE,TRUE,,iVotronic
,4833700000,,Montague,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",12930,,,,,Model 100
TRUE,4833900000,,Montgomery,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",281605,,TRUE,TRUE,,eSlate
,4833900000,,Montgomery,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",281605,,,,,Ballot Now
TRUE,4834100000,,Moore,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",9336,,TRUE,TRUE,,iVotronic
,4834100000,,Moore,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",9336,,,,,Model 100
,4834300000,,Morris,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",8533,,TRUE,TRUE,,Model 100
TRUE,4834300000,,Morris,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,DRE-Touchscreen,"June 14, 2014",8533,,,,,iVotronic
TRUE,4834500000,,Motley,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",791,,TRUE,TRUE,,eSlate
,4834500000,,Motley,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",791,,,,,N/A
,4834700000,,Nacogdoches,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",30741,,TRUE,TRUE,,eScan
TRUE,4834700000,,Nacogdoches,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,DRE-Dial,"June 14, 2014",30741,,,,,eSlate
TRUE,4834900000,,Navarro,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",27357,,TRUE,TRUE,,iVotronic
,4834900000,,Navarro,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",27357,,,,,Model 100
,4835100000,TRUE,Newton,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",8886,,TRUE,TRUE,,Model 650
TRUE,4835100000,,Newton,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",8886,,,,,AutoMARK
,4835300000,,Nolan,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",8554,,TRUE,TRUE,,Model 100
TRUE,4835300000,,Nolan,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",8554,,,,,AutoMARK
TRUE,4835500000,,Nueces,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",190179,,TRUE,TRUE,,eSlate
,4835500000,,Nueces,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",190179,,,,,Ballot Now
,4835700000,TRUE,Ochiltree,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",4971,,TRUE,TRUE,,Model 100
TRUE,4835700000,,Ochiltree,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",4971,,,,,AutoMARK
,4835900000,TRUE,Oldham,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",1345,,TRUE,TRUE,,Model 100
TRUE,4835900000,,Oldham,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",1345,,,,,AutoMARK
,4836100000,TRUE,Orange,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",50528,,TRUE,TRUE,,Model 650
TRUE,4836100000,,Orange,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",50528,,,,,AutoMARK
TRUE,4836300000,,Palo Pinto,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",17046,,TRUE,TRUE,,iVotronic
,4836300000,,Palo Pinto,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",17046,,,,,Model 100
,4836500000,TRUE,Panola,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",15763,,TRUE,TRUE,,Model 650
TRUE,4836500000,,Panola,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",15763,,,,,AutoMARK
TRUE,4836700000,,Parker,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",79115,,TRUE,TRUE,,eSlate
,4836700000,,Parker,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",79115,,,,,Ballot Now
,4836900000,TRUE,Parmer,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",4387,,TRUE,TRUE,,Model 650
TRUE,4836900000,,Parmer,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",4387,,,,,AutoMARK
,4837100000,TRUE,Pecos,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",8146,,TRUE,TRUE,,Model 650
TRUE,4837100000,,Pecos,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",8146,,,,,AutoMARK
,4837300000,TRUE,Polk,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",37149,,TRUE,TRUE,,Model 650
TRUE,4837300000,,Polk,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,DRE-Touchscreen,"June 14, 2014",37149,,,,,iVotronic
TRUE,4837500000,,Potter,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",52793,,TRUE,TRUE,,iVotronic
,4837500000,,Potter,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",52793,,,,,Model 650
TRUE,4837700000,,Presidio,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",5288,,TRUE,TRUE,,iVotronic
,4837700000,,Presidio,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",5288,,,,,N/A
TRUE,4837900000,,Rains,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",6828,,TRUE,TRUE,,eSlate
,4837900000,,Rains,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",6828,,,,,eScan
TRUE,4838100000,,Randall,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",80172,,TRUE,TRUE,,eSlate
,4838100000,,Randall,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",80172,,,,,Ballot Now
,4838300000,,Reagan,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",1775,,TRUE,TRUE,,eScan
TRUE,4838300000,,Reagan,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,DRE-Dial,"June 14, 2014",1775,,,,,eSlate
,4838500000,,Real,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",2437,,TRUE,TRUE,,Model 100
TRUE,4838500000,,Real,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",2437,,,,,AutoMARK
,4838700000,TRUE,Red River,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",7927,,TRUE,TRUE,,Ballot Now
TRUE,4838700000,,Red River,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,DRE-Dial,"June 14, 2014",7927,,,,,eSlate
,4838900000,TRUE,Reeves,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",6554,,TRUE,TRUE,,Model 650
TRUE,4838900000,,Reeves,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",6554,,,,,AutoMARK
TRUE,4839100000,,Refugio,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",5042,,TRUE,TRUE,,eSlate
,4839100000,,Refugio,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",5042,,,,,eScan
TRUE,4839300000,,Roberts,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",678,,TRUE,TRUE,,eSlate
,4839300000,,Roberts,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",678,,,,,N/A
,4839500000,,Robertson,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",11366,,TRUE,TRUE,,Model 100
TRUE,4839500000,,Robertson,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",11366,,,,,AutoMARK
TRUE,4839700000,,Rockwall,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",51787,,TRUE,TRUE,,iVotronic
,4839700000,,Rockwall,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",51787,,TRUE,TRUE,,Model 100
TRUE,4839900000,,Runnels,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",6289,,TRUE,TRUE,,eSlate
,4839900000,,Runnels,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",6289,,,,,N/A
TRUE,4840100000,,Rusk,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",30326,,TRUE,TRUE,,iVotronic
,4840100000,,Rusk,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",30326,,,,,Model 650
,4840300000,,Sabine,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",7130,,TRUE,TRUE,,Model 100
TRUE,4840300000,,Sabine,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",7130,,,,,AutoMARK
,4840500000,,San Augustine,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",6130,,TRUE,TRUE,,Model 100
TRUE,4840500000,,San Augustine,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",6130,,,,,AutoMARK
TRUE,4840700000,,San Jacinto,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",16638,,TRUE,TRUE,,iVotronic
,4840700000,,San Jacinto,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,,,TRUE,,Optical Scan,"June 14, 2014",16638,,,,,Model 100
TRUE,4840900000,,San Patricio,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",39941,,,TRUE,,eSlate
,4840900000,,San Patricio,County,Warren Stewart,,Hart InterCivic,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",39941,,TRUE,TRUE,,eScan
,4841100000,TRUE,San Saba,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Optical Scan,"June 14, 2014",3717,,TRUE,TRUE,,Model 650
TRUE,4841100000,,San Saba,County,Warren Stewart,TRUE,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",3717,,,,,AutoMARK
,4841300000,,Schleicher,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",1828,,TRUE,TRUE,,Model 100
TRUE,4841300000,,Schleicher,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",1828,,,,,AutoMARK
TRUE,4841500000,,Scurry,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",9381,,TRUE,TRUE,,iVotronic
,4841500000,,Scurry,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,X,,,TRUE,,Optical Scan,"June 14, 2014",9381,,,,,Model 100
TRUE,4841700000,,Shackelford,County,Warren Stewart,,Hart InterCivic,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Dial,"June 14, 2014",2153,,TRUE,TRUE,,eSlate
,4841700000,,Shackelford,County,Warren Stewart,,Not Applicable,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,,TRUE,,Hand Counted Paper Ballots,"June 14, 2014",2153,,,,,N/A
,4841900000,,Shelby,County,Warren Stewart,,Election Systems & Software,,,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,,TRUE,,Optical Scan,"June 14, 2014",14573,,TRUE,TRUE,,Model 100
TRUE,4841900000,,Shelby,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,,TRUE,,,Ballot Marking Device or System,"June 14, 2014",14573,,,,,AutoMARK
TRUE,4842100000,,Sherman,County,Warren Stewart,,Premier/Diebold (Dominion),,TRUE,http://www.sos.state.tx.us/elections/forms/sysexam/voting-sys-bycounty.pdf,TX,,TRUE,TRUE,,,DRE-Touchscreen,"June 14, 2014",1522,,TRUE,TRUE,,AccuVote TSX
