fips_code,state,county,division,jurisdiction_type,equip_type,make,model,pp_std,pp_std_pc,pp_std_cc,pp_acc,pp_acc_pc,pp_acc_cc,ev_std,ev_acc,abs_ballots,prov_ballots,all_vbm,vbm_acc,other,source,date_obtained,coder
3910700000,OH,Mercer,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OSX,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3910900000,OH,Miami,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3910900000,OH,Miami,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911100000,OH,Monroe,,County,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911100000,OH,Monroe,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911300000,OH,Montgomery,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911300000,OH,Montgomery,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911500000,OH,Morgan,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911500000,OH,Morgan,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911700000,OH,Morrow,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911700000,OH,Morrow,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911900000,OH,Muskingum,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3911900000,OH,Muskingum,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912100000,OH,Noble,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912100000,OH,Noble,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912300000,OH,Ottawa,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912300000,OH,Ottawa,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912500000,OH,Paulding,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912500000,OH,Paulding,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912700000,OH,Perry,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912700000,OH,Perry,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912900000,OH,Pickaway,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3912900000,OH,Pickaway,,County,Optical Scan,Election Systems & Software,Model 650,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913100000,OH,Pike,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913100000,OH,Pike,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913300000,OH,Portage,,County,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913300000,OH,Portage,,County,Ballot Marking Device or System,Election Systems & Software,ExpressVote,,,,TRUE,TRUE,,,TRUE,,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913500000,OH,Preble,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913500000,OH,Preble,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913700000,OH,Putnam,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913700000,OH,Putnam,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913700000,OH,Putnam,,County,Optical Scan,Election Systems & Software,Model 650,,,,,,,,,,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913900000,OH,Richland,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3913900000,OH,Richland,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,TRUE,,,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914100000,OH,Ross,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914100000,OH,Ross,,County,Optical Scan,Election Systems & Software,Model 650,,,,,,,,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914300000,OH,Sandusky,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914300000,OH,Sandusky,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914500000,OH,Scioto,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914500000,OH,Scioto,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914700000,OH,Seneca,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914700000,OH,Seneca,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914900000,OH,Shelby,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3914900000,OH,Shelby,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915100000,OH,Stark,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915100000,OH,Stark,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915300000,OH,Summit,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915300000,OH,Summit,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915300000,OH,Summit,,County,Optical Scan,Election Systems & Software,Model 650,,,,,,,,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915500000,OH,Trumbull,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915500000,OH,Trumbull,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915700000,OH,Tuscarawas,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915700000,OH,Tuscarawas,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915900000,OH,Union,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3915900000,OH,Union,,County,Optical Scan,Election Systems & Software,Model 650,,,,,,,,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916100000,OH,Van Wert,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916100000,OH,Van Wert,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916300000,OH,Vinton,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916300000,OH,Vinton,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916500000,OH,Warren,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916500000,OH,Warren,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916700000,OH,Washington,,County,Optical Scan,Election Systems & Software,Model 100,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916700000,OH,Washington,,County,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916900000,OH,Wayne,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3916900000,OH,Wayne,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3917100000,OH,Williams,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3917100000,OH,Williams,,County,DRE-Dial,Hart InterCivic,eSlate,,,,TRUE,TRUE,,,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3917300000,OH,Wood,,County,DRE-Touchscreen,Premier/Diebold (Dominion),AccuVote TSX,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3917300000,OH,Wood,,County,Optical Scan,Premier/Diebold (Dominion),AccuVote OS,,,,,,,,,TRUE,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3917500000,OH,Wyandot,,County,DRE-Touchscreen,Election Systems & Software,iVotronic,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3917500000,OH,Wyandot,,County,Optical Scan,Election Systems & Software,Model 100,,,,,,,,,TRUE,TRUE,,,,http://www.sos.state.oh.us/SOS/Upload/elections/EOresources/maps/votingSystems.pdf,"April 12, 2016",Warren Stewart
3900000000,OH,Ohio,,State,,,,,,,,,,,,,,,,,,,
4000100000,OK,Adair,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4000100000,OK,Adair,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4000300000,OK,Alfalfa,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4000300000,OK,Alfalfa,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4000500000,OK,Atoka,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4000500000,OK,Atoka,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4000700000,OK,Beaver,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4000700000,OK,Beaver,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4000900000,OK,Beckham,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4000900000,OK,Beckham,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4001100000,OK,Blaine,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4001100000,OK,Blaine,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4001300000,OK,Bryan,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4001300000,OK,Bryan,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4001500000,OK,Caddo,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4001500000,OK,Caddo,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4001700000,OK,Canadian,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4001700000,OK,Canadian,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4001900000,OK,Carter,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4001900000,OK,Carter,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4002100000,OK,Cherokee,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4002100000,OK,Cherokee,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4002300000,OK,Choctaw,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4002300000,OK,Choctaw,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4002500000,OK,Cimarron,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4002500000,OK,Cimarron,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4002700000,OK,Cleveland,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4002700000,OK,Cleveland,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4002900000,OK,Coal,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4002900000,OK,Coal,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4003100000,OK,Comanche,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4003100000,OK,Comanche,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4003300000,OK,Cotton,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4003300000,OK,Cotton,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4003500000,OK,Craig,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4003500000,OK,Craig,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
4003700000,OK,Creek,,County,Optical Scan,Hart InterCivic,eScan,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,http://www.ok.gov/elections/documents/Final%20Report%20on%20HAVA%20Implementation%202013.pdf,"May 20, 2015",Warren Stewart
4003700000,OK,Creek,,County,Ballot Marking Device or System,Hart InterCivic,eScan AT,,,,TRUE,TRUE,,,,,,,,,http://www.ok.gov/elections/Voter_Registration/Voter_Assistance/,"May 20, 2015",Warren Stewart
